file,path,format,bytes,used_by_classnames,share_count,recorded_source,tool_stated_in_file,units_and_axes,meshes,materials,material_names,textures,images,uv_declared,paint_readiness,hardpoint_named_nodes_STATED_IN_FILE,markers_cig_PROJECT,markers_inherited_PROJECT,markers_name_derived_PROJECT,animations,skins,lod_named,collision_named,node_transforms,raw_accessor_extent_X_Y_Z_MEASURED,world_extent_X_Y_Z_MEASURED_node_transforms_applied,skinned
F8C_Lightning_Executive_Edition.glb,testing/_deploy/models/F8C_Lightning_Executive_Edition.glb,"glTF 2 binary, Draco yes",1179716,ANVL_Lightning_F8C_Exec,1,"sc-ships/index.json id 263, slug w37f19pbcyr4r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,11,16,0,0,0,0,0,no,25.63 x 5.717 x 24.287,25.63 x 5.717 x 24.287,no
Fortune.glb,testing/_deploy/models/Fortune.glb,"glTF 2 binary, Draco yes",1596864,MISC_Fortune;MISC_Fortune_Collector_Industrial;MISC_Fortune_Teach,3,"sc-ships/index.json id 288, slug gj8bdxd8nym3t (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,6,0,0,0,0,0,no,15.272 x 6.042 x 29.221,15.272 x 6.042 x 29.221,no
Freelancer.glb,testing/_deploy/models/Freelancer.glb,"glTF 2 binary, Draco yes",4638900,MISC_Freelancer,1,"sc-ships/index.json id 16, slug 5j21ev1hmb2b9 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,16,0,0,0,0,0,no,24.892 x 8.103 x 32.169,24.892 x 8.103 x 32.169,no
Freelancer_DUR.glb,testing/_deploy/models/Freelancer_DUR.glb,"glTF 2 binary, Draco yes",1172016,MISC_Freelancer_DUR,1,"sc-ships/index.json id 31, slug ikecfli2753mg (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,16,0,0,0,0,0,no,22.586 x 8.797 x 37.172,22.586 x 8.797 x 37.172,no
Freelancer_MAX.glb,testing/_deploy/models/Freelancer_MAX.glb,"glTF 2 binary, Draco yes",1087284,MISC_Freelancer_MAX,1,"sc-ships/index.json id 32, slug 4iwxyrjtihn8a (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,16,0,0,0,0,0,no,31.39 x 8.797 x 36.715,31.39 x 8.797 x 36.715,no
Freelancer_MIS.glb,testing/_deploy/models/Freelancer_MIS.glb,"glTF 2 binary, Draco yes",1155148,MISC_Freelancer_MIS,1,"sc-ships/index.json id 33, slug rdhbqq5rixg0n (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,36,0,0,0,0,0,no,22.584 x 8.796 x 37.172,22.584 x 8.796 x 37.172,no
Fury.glb,testing/_deploy/models/Fury.glb,"glTF 2 binary, Draco yes",9433280,MISC_Fury,1,"sc-ships/index.json id 246, slug iohqkgmnj8vi8 (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/mrai-fury",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,406,96,misc_fury_mtl_Decal_POM_A|misc_fury_mtl_Decal_Diffuse_A|misc_fury_mtl_Trim_B|misc_fury_mtl_Trim_D|misc_fury_mtl_HS_Glow_Thrusters|misc_fury_mtl_HS_Panel_Paint_Primary_A|misc_fury_mtl_HS_Panel_Paint_Secondary_B|behr_small_avionic_pl03_mtl_glows_a|behr_small_avionic_pl03_mtl_decals_pom_a|behr_small_avionic_pl03_mtl_decals_diff_a|behr_small_avionic_pl03_mtl_trim|behr_small_avionic_pl03_mtl_main_parts|behr_small_avionic_pl03_mtl_bare_metal|behr_small_avionic_pl03_mtl_darker_areas|behr_small_avionic_pl03_mtl_blade_trim_border|behr_small_avionic_pl03_mtl_cage|behr_small_avionic_pl03_mtl_side_detail_paint|misc_fury_mtl_Glass_Cockpit_Int_RTO_FarBlur|misc_fury_mtl_Glass_Cockpit_Ext_RTO_NoBlur|misc_fury_mtl_Trim_Window|misc_fury_mtl_HS_Trim_Cable|misc_fury_mtl_HS_Panel_Paint_Light_A|shld_asas_smal_pl03_a_mtl_POM|shld_asas_smal_pl03_a_mtl_Decals|shld_asas_smal_pl03_a_mtl_trim|shld_asas_smal_pl03_a_mtl_variation_1|shld_asas_smal_pl03_a_mtl_variation_2|shld_asas_smal_pl03_a_mtl_variation_3|shld_asas_smal_pl03_a_mtl_variation_4|shld_asas_smal_pl03_a_mtl_variation_5|shld_asas_smal_pl03_a_mtl_plastic_dark|shld_asas_smal_pl03_a_mtl_plastic_medium|shld_asas_smal_pl03_a_mtl_plastic_light|shld_asas_smal_pl03_a_mtl_plastic_rough|shld_asas_smal_pl03_a_mtl_metal_bare|shld_asas_smal_pl03_a_mtl_pipes_material|shld_asas_smal_pl03_a_mtl_handle|misc_fury_mtl_HS_Panel_Paint_Dark_A|cool_just_s01_pl04_mtl_decals_pom_a|cool_just_s01_pl04_mtl_decals_diff_a|cool_just_s01_pl04_mtl_trim|cool_just_s01_pl04_mtl_pipe_mat_1|cool_just_s01_pl04_mtl_pipe_mat_2|cool_just_s01_pl04_mtl_pipe_mat_3|cool_just_s01_pl04_mtl_plastic_glossy|cool_just_s01_pl04_mtl_plastic_glossy_var|cool_just_s01_pl04_mtl_plastic_smooth|cool_just_s01_pl04_mtl_plastic_rough|cool_just_s01_pl04_mtl_metal_bare|cool_just_s01_pl04_mtl_metal_lightgrey|klwe_las_rep_s1-3_mtl_pom_decals|klwe_las_rep_s1-3_mtl_graphic_decals|klwe_las_rep_s1-3_mtl_H_painted_metal_dark_gray_01|klwe_las_rep_s1-3_mtl_H_aluminium|klwe_las_rep_s1-3_mtl_H_painted_metal_orange_01|klwe_las_rep_s1-3_mtl_H_metal_dark_01|klwe_las_rep_s1-3_mtl_H_copper|klwe_las_rep_s1-3_mtl_H_painted_metal_dark_green_01|misc_fury_mtl_HS_Tiled_Metal_A|misc_fury_mtl_HS_Panel_Paint_Mid_A|misc_fury_mtl_Decal_Glow_UnLinked|misc_fury_mtl_Trim_Stitching|misc_fury_mtl_HS_Tiled_Leather|misc_fury_mtl_RTT_Text_To_Decal|misc_fury_mtl_HS_Panel_Paint_Dark_B|misc_fury_mtl_Decal_Glow_Linked|misc_fury_mtl_--|misc_fury_mtl_Glass_Lights_ROO_NearBlur|misc_fury_mtl_RTT_Hud|vncl_scythe_mtl_glass_clear|fski_ignite_s2_mtl_graphic_decals_a|fski_ignite_s2_mtl_dull_metal_01|fski_ignite_s2_mtl_painted_metal_01|fski_ignite_s2_mtl_pom_decals|fski_ignite_s2_mtl_parkerized_metal_01|misc_fury_mtl_Damage_Internal_Tile_Alpha|misc_fury_mtl_Damage_Internal_Structure|carrack_interior_mtl_Fluff_Screen_01|powr_just_smal_pl04_mtl_decal_pom|powr_just_smal_pl04_mtl_decal_diffuse|powr_just_smal_pl04_mtl_trim|powr_just_smal_pl04_mtl_var_1|powr_just_smal_pl04_mtl_SubMtl13|powr_just_smal_pl04_mtl_SubMtl14|powr_just_smal_pl04_mtl_SubMtl15|powr_just_smal_pl04_mtl_SubMtl16|radr_grnp_s01_pl03_mtl_decal_pom|radr_grnp_s01_pl03_mtl_decal_diffuse|radr_grnp_s01_pl03_mtl_SubMtl8|radr_grnp_s01_pl03_mtl_SubMtl9|misc_fury_mtl_Damage_Internal_Tile|misc_fury_mtl_Trim_C|misc_fury_mtl_HS_Panel_Paint_Mid_B|misc_fury_mtl_HS_Tiled_Rubber_B|misc_fury_mtl_Trim_Tech|misc_fury_mtl_HS_Panel_Paint_Tertiary_A,0,0,yes,split materials (96),182,10,8,0,0,0,0,0,yes,9.35 x 6.147 x 8.575,6.999 x 6.51 x 6.11,no
Fury_LX.glb,testing/_deploy/models/Fury_LX.glb,"glTF 2 binary, Draco yes",1041632,MISC_Fury_LX,1,"sc-ships/index.json id 250, slug yw5uaguxd0a8o (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,0,0,0,0,0,0,no,5.045 x 2.563 x 6.462,5.045 x 2.563 x 6.462,no
Fury_MX.glb,testing/_deploy/models/Fury_MX.glb,"glTF 2 binary, Draco yes",823352,MISC_Fury_Miru,1,"sc-ships/index.json id 248, slug hl0oayrt1avnr (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,14,20,0,0,0,0,0,no,5.337 x 2.584 x 6.325,5.337 x 2.584 x 6.325,no
G12.glb,testing/_deploy/models/G12.glb,"glTF 2 binary, Draco yes",2391660,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 208, slug llkqydj08sqnc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,5.78 x 3.161 x 7.207,5.78 x 3.161 x 7.207,no
G12a.glb,testing/_deploy/models/G12a.glb,"glTF 2 binary, Draco yes",2797960,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 210, slug jyahd4jd8pipq (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,5.79 x 3.387 x 7.677,5.79 x 3.387 x 7.677,no
G12r.glb,testing/_deploy/models/G12r.glb,"glTF 2 binary, Draco yes",2440948,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 209, slug 07g0yw126072r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,5.783 x 3.041 x 7.399,5.783 x 3.041 x 7.399,no
Galaxy.glb,testing/_deploy/models/Galaxy.glb,"glTF 2 binary, Draco yes",1803568,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 244, slug mapj57j9f3gmc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,59.73 x 19.91 x 109.946,59.73 x 19.91 x 109.946,no
Genesis.glb,testing/_deploy/models/Genesis.glb,"glTF 2 binary, Draco yes",744056,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 91, slug srzgomjongzux (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,0.423 x 0.102 x 0.433,0.423 x 0.102 x 0.433,no
Gladiator.glb,testing/_deploy/models/Gladiator.glb,"glTF 2 binary, Draco yes",1208220,ANVL_Gladiator,1,"sc-ships/index.json id 64, slug 8d9g39p7khocj (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,22,0,0,0,0,0,no,22.506 x 6.313 x 22.359,22.506 x 6.313 x 22.359,no
Gladius.glb,testing/_deploy/models/Gladius.glb,"glTF 2 binary, Draco yes",1439936,AEGS_Gladius,1,"sc-ships/index.json id 60, slug xriwbkclswwcc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,9,0,0,0,0,0,no,16.954 x 5.614 x 19.751,16.954 x 5.614 x 19.751,no
Gladius_Pirate_Edition.glb,testing/_deploy/models/Gladius_Pirate_Edition.glb,"glTF 2 binary, Draco yes",1439936,AEGS_Gladius_PIR,1,"sc-ships/index.json id 188, slug l23dm6t6twqqh (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,15,0,0,0,0,0,no,16.954 x 5.614 x 19.751,16.954 x 5.614 x 19.751,no
Gladius_Valiant.glb,testing/_deploy/models/Gladius_Valiant.glb,"glTF 2 binary, Draco yes",870912,AEGS_Gladius_Valiant,1,"sc-ships/index.json id 121, slug wvx36hv06cwzu (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,13,0,0,0,0,0,no,17.354 x 5.126 x 20.876,17.354 x 5.126 x 20.876,no
Glaive.glb,testing/_deploy/models/Glaive.glb,"glTF 2 binary, Draco yes",909704,VNCL_Glaive,1,"sc-ships/index.json id 93, slug pk86s371hmxwb (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,8,1,0,0,0,0,no,20.892 x 8.408 x 30.755,20.892 x 8.408 x 30.755,no
Golem.glb,testing/_deploy/models/Golem.glb,"glTF 2 binary, Draco yes",946072,DRAK_Golem;DRAK_Golem_BTALA;DRAK_Golem_Collector_Indust;DRAK_Golem_Teach,4,"sc-ships/index.json id 295, slug p4mccv62tgnny (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,24,16,0,0,0,0,0,no,7.456 x 4.358 x 15.403,7.456 x 4.358 x 15.403,no
Golem_OX.glb,testing/_deploy/models/Golem_OX.glb,"glTF 2 binary, Draco yes",3567360,DRAK_Golem_OX,1,"sc-ships/index.json id 309, slug 3flu4vuv90w4c (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,7,5,0,0,0,0,0,no,10.038 x 4.359 x 15.404,10.038 x 4.359 x 15.404,no
Guardian.glb,testing/_deploy/models/Guardian.glb,"glTF 2 binary, Draco yes",1994304,MRAI_Guardian,1,"sc-ships/index.json id 286, slug slu0279cjbat1 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,18,0,0,0,0,0,no,16.707 x 8.862 x 25.051,16.707 x 8.862 x 25.051,no
Guardian_MX.glb,testing/_deploy/models/Guardian_MX.glb,"glTF 2 binary, Draco yes",2143604,MRAI_Guardian_MX;MRAI_Guardian_MX_Collector_Military,2,"sc-ships/index.json id 298, slug qzrb00lqtx2gp (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,16,56,0,0,0,0,0,no,20.035 x 11.461 x 24.445,20.035 x 11.461 x 24.445,no
Guardian_QI.glb,testing/_deploy/models/Guardian_QI.glb,"glTF 2 binary, Draco yes",2084104,MRAI_Guardian_QI;MRAI_Guardian_QI_Collector_Indust,2,"sc-ships/index.json id 287, slug s3kpzwn1at7jy (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,16,20,0,0,0,0,0,no,16.706 x 8.863 x 25.329,16.706 x 8.863 x 25.329,no
Hammerhead.glb,testing/_deploy/models/Hammerhead.glb,"glTF 2 binary, Draco yes",4153816,AEGS_Hammerhead;AEGS_Hammerhead_Showdown,2,"sc-ships/index.json id 151, slug 3295lyqqsmyvk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,24,160,0,0,0,0,0,no,74.285 x 16.407 x 116.296,74.285 x 16.407 x 116.296,no
Hammerhead_Best_In_Show_Edition_2949.glb,testing/_deploy/models/Hammerhead_Best_In_Show_Edition_2949.glb,"glTF 2 binary, Draco yes",4153748,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 195, slug u6y3zrk1fkszz (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,74.285 x 16.407 x 116.296,74.285 x 16.407 x 116.296,no
Hawk.glb,testing/_deploy/models/Hawk.glb,"glTF 2 binary, Draco yes",2376732,ANVL_Hawk,1,"sc-ships/index.json id 150, slug 7s4x8s3va9sts (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,6,0,0,0,0,0,no,22.86 x 6.779 x 17.018,22.86 x 6.779 x 17.018,no
Herald.glb,testing/_deploy/models/Herald.glb,"glTF 2 binary, Draco yes",1048440,DRAK_Herald,1,"sc-ships/index.json id 61, slug vq0n1vmw27sks (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,7,21,0,0,0,0,0,no,12.129 x 8.807 x 23.511,12.129 x 8.807 x 23.511,no
Hermes.glb,testing/_deploy/models/Hermes.glb,"glTF 2 binary, Draco yes",10747552,RSI_Hermes,1,MODEL_SOURCE.txt: https://api.fleetyards.net/v1/models/rsi-hermes,glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,2,2,Material|Glass.001,0,0,yes,"one or two materials, not split by part (names in material_names)",0,0,24,5,0,0,0,0,yes,80.859 x 66.092 x 17.144,65.0 x 13.781 x 53.129,no
HoverQuad.glb,testing/_deploy/models/HoverQuad.glb,"glTF 2 binary, Draco yes",1015080,CNOU_HoverQuad,1,"sc-ships/index.json id 229, slug h1qgu5hnbp9mr (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,1,0,0,0,0,0,0,no,2.255 x 1.234 x 4.321,2.255 x 1.234 x 4.321,no
Hull_A.glb,testing/_deploy/models/Hull_A.glb,"glTF 2 binary, Draco yes",579688,MISC_Hull_A,1,"sc-ships/index.json id 84, slug ncqhrvnnawo4f (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,3,2,0,0,0,0,0,no,10.702 x 4.266 x 21.601,10.702 x 4.266 x 21.601,no
Hull_B.glb,testing/_deploy/models/Hull_B.glb,"glTF 2 binary, Draco yes",944264,MISC_Hull_B,1,"sc-ships/index.json id 85, slug 3jijkc0odvwjq (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,8,16,0,0,0,0,0,no,17.995 x 18.083 x 49.249,17.995 x 18.083 x 49.249,no
Hull_C.glb,testing/_deploy/models/Hull_C.glb,"glTF 2 binary, Draco yes",1784872,MISC_Hull_C,1,"sc-ships/index.json id 41, slug w6ixvo3y07p4b (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,8,14,1,0,0,0,0,no,43.482 x 43.482 x 104.468,43.482 x 43.482 x 104.468,no
Hull_D.glb,testing/_deploy/models/Hull_D.glb,"glTF 2 binary, Draco yes",2494788,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 86, slug jamq4q5s9pfn0 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,76.391 x 76.391 x 209.575,76.391 x 76.391 x 209.575,no
Hull_E.glb,testing/_deploy/models/Hull_E.glb,"glTF 2 binary, Draco yes",3701160,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 87, slug c0nzu7iidc045 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,112.508 x 112.476 x 371.286,112.508 x 112.476 x 371.286,no
Hurricane.glb,testing/_deploy/models/Hurricane.glb,"glTF 2 binary, Draco yes",2658688,ANVL_Hurricane,1,"sc-ships/index.json id 128, slug a4jza12hwvg5e (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,14,0,0,0,0,0,no,18.26 x 4.529 x 21.352,18.26 x 4.529 x 21.352,no
Idris-M.glb,testing/_deploy/models/Idris-M.glb,"glTF 2 binary, Draco yes",2560284,AEGS_Idris_M,1,"sc-ships/index.json id 27, slug jbc8zp4ufpbb7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,69,11,0,0,0,0,no,126.655 x 51.398 x 238.399,126.655 x 51.398 x 238.399,no
Idris-P.glb,testing/_deploy/models/Idris-P.glb,"glTF 2 binary, Draco yes",2486996,AEGS_Idris_P;AEGS_Idris_P_Collector_Military,2,"sc-ships/index.json id 28, slug 8fw8a179ax03r (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,24,126,22,0,0,0,0,no,126.656 x 45.251 x 233.207,126.656 x 45.251 x 233.207,no
Intrepid.glb,testing/_deploy/models/Intrepid.glb,"glTF 2 binary, Draco yes",1909112,CRUS_Intrepid;CRUS_Intrepid_Collector_Indust,2,"sc-ships/index.json id 280, slug 9gb0f31ao0312 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,6,0,0,0,0,0,no,20.377 x 5.412 x 23.036,20.377 x 5.412 x 23.036,no
Ironclad.glb,testing/_deploy/models/Ironclad.glb,"glTF 2 binary, Draco yes",3102228,DRAK_Ironclad,1,"sc-ships/index.json id 274, slug x8v0o6kon78gd (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,33,0,0,0,0,0,no,48.394 x 21.075 x 119.737,48.394 x 21.075 x 119.737,no
Ironclad_Assault.glb,testing/_deploy/models/Ironclad_Assault.glb,"glTF 2 binary, Draco yes",3102304,DRAK_Ironclad_Assault,1,"sc-ships/index.json id 275, slug czupmp4a4u4bj (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,11,54,0,0,0,0,0,no,48.394 x 21.075 x 119.737,48.394 x 21.075 x 119.737,no
Javelin.glb,testing/_deploy/models/Javelin.glb,"glTF 2 binary, Draco yes",2554276,AEGS_Javelin,1,"sc-ships/index.json id 63, slug ayon5doeub2ed (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,226.114 x 86.483 x 469.054,226.114 x 86.483 x 469.054,no
Khartu-Al.glb,testing/_deploy/models/Khartu-Al.glb,"glTF 2 binary, Draco yes",494740,XIAN_Scout,1,"sc-ships/index.json id 35, slug z6ukrkg34nnml (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,2,4,0,0,0,0,no,18.793 x 29.243 x 10.755,18.793 x 29.243 x 10.755,no
Kraken.glb,testing/_deploy/models/Kraken.glb,"glTF 2 binary, Draco yes",2268356,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 170, slug a32xdze717nmq (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,107.259 x 64.437 x 280.887,107.259 x 64.437 x 280.887,no
Kraken_Privateer.glb,testing/_deploy/models/Kraken_Privateer.glb,"glTF 2 binary, Draco yes",2268360,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 175, slug ovvwc9bag4jsw (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,107.259 x 64.437 x 280.887,107.259 x 64.437 x 280.887,no
L-21_Wolf.glb,testing/_deploy/models/L-21_Wolf.glb,"glTF 2 binary, Draco yes",1502732,KRIG_L21_Wolf;KRIG_L21_Wolf_Collector_Military;KRIG_L21_Wolf_Collector_Stealth,3,"sc-ships/index.json id 302, slug jep851id7so9v (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,18,30,0,0,0,0,0,no,10.541 x 4.9 x 21.605,10.541 x 4.9 x 21.605,no
L-22_Alpha_Wolf.glb,testing/_deploy/models/L-22_Alpha_Wolf.glb,"glTF 2 binary, Draco yes",1615072,KRIG_L22_AlphaWolf;KRIG_L22_AlphaWolf_Collector_Military,2,"sc-ships/index.json id 305, slug ojzxtybkxlmpt (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,16,0,0,0,0,0,no,10.541 x 3.517 x 21.535,10.541 x 3.517 x 21.535,no
